산이름,장소유형,장소명,카테고리,주소,전화번호,산으로부터거리(m),도보시간(분),장소위도,장소경도,카카오지도URL,블로그언급수,맛집점수
백운산(광양),음식점,가릉,"음식점 > 한식 > 해물,생선",경남 하동군 하동읍 중앙로 120,055-884-8292,2298,31,35.0742604078813,127.740754308472,http://place.map.kakao.com/20714696,36,50.7
백운산(광양),음식점,화정식당,음식점 > 한식,경남 하동군 하동읍 중앙2길 6-7,055-883-5123,2974,40,35.0704604532846,127.746613900246,http://place.map.kakao.com/21461312,185,50.7
청계산,카페,스타벅스 판교놀유니버스점,음식점 > 카페 > 커피전문점 > 스타벅스,경기 성남시 수정구 금토로 70,1522-3232,2729,36,37.405432723950206,127.08677516925539,http://place.map.kakao.com/284597819,36,50.7
화성 화산,카페,컴포즈커피 봉담수기교차로점,음식점 > 카페 > 커피전문점 > 컴포즈커피,경기 화성시 효행구 봉담읍 세자로 369-3,,1539,21,37.1987638999846,126.983673021967,http://place.map.kakao.com/1296064731,232,50.7
도봉산,음식점,한일산장,"음식점 > 한식 > 육류,고기 > 닭요리",서울 강북구 삼양로181길 239,02-908-9323,2128,28,37.6731587953682,127.00513257376,http://place.map.kakao.com/22195292,36,50.7
운길산,음식점,차산리소머리곰탕,음식점 > 한식 > 곰탕,경기 남양주시 화도읍 재재기로149번길 12,,2751,37,37.619626575703,127.304980642981,http://place.map.kakao.com/1485342061,1181,50.7
주왕산,음식점,달빛추억펜션식당,"음식점 > 한식 > 육류,고기 > 닭요리",경북 청송군 주왕산면 주왕산로 629-42,,2329,31,36.3840079312148,129.124129510816,http://place.map.kakao.com/1937297775,1138,50.6
유명산,음식점,BHC치킨 빌리리조트점,음식점 > 치킨 > BHC치킨,경기 양평군 단월면 고북길 230,010-3026-4256,2834,38,37.5923743135816,127.586524892178,http://place.map.kakao.com/1213844354,35,50.6
영인산,음식점,밥집,음식점 > 한식,충남 아산시 음봉면 연암율금로 119,,2267,30,36.86407304462626,127.03938886602174,http://place.map.kakao.com/861460661,5716,50.6
안성 칠현산,음식점,동아대반점,음식점 > 중식 > 중국요리,경기 안성시 삼죽면 서동대로 6308,031-673-2309,2447,33,37.05563758833563,127.36550441767085,http://place.map.kakao.com/1731861184,35,50.6
추월산,음식점,창평원조한방국밥,음식점 > 한식 > 국밥,전남 담양군 창평면 사동길 14-13,,2070,28,35.2385492693171,127.01498641365,http://place.map.kakao.com/1814577443,1160,50.6
대둔산,음식점,대둔산식당,음식점 > 한식,전북특별자치도 완주군 운주면 대둔산공원길 18,,1796,24,36.117714919763166,127.33312022621722,http://place.map.kakao.com/11013037,1158,50.6
천관산,음식점,성대,음식점 > 일식,전남 장흥군 장흥읍 동교로 57,010-2723-7365,2893,39,34.6853092826554,126.904148246925,http://place.map.kakao.com/110646687,180,50.6
거제 가라산,음식점,몽돌이김밥천국,음식점 > 분식,경남 거제시 동부면 거제남서로 3073-1,055-637-4449,1581,21,34.8228725630467,128.607269142842,http://place.map.kakao.com/1330180786,35,50.6
기백산,음식점,BHC치킨 함양안의점,음식점 > 치킨 > BHC치킨,경남 함양군 안의면 광풍로 155-1,055-963-7888,2282,30,35.6298312127289,127.81386864222,http://place.map.kakao.com/1746410767,35,50.6
월악산,음식점,우리식당,음식점 > 한식,충북 제천시 한수면 미륵송계로8길 12,043-651-1064,2532,34,36.8849074121302,128.080151287171,http://place.map.kakao.com/11416980,183,50.6
영인산,음식점,난향 아산본점,음식점 > 중식 > 중국요리,충남 아산시 음봉면 충무로 653,041-532-7444,1677,22,36.8373108316283,127.01102678793,http://place.map.kakao.com/9720227,6,50.5
천마산,카페,수비카,음식점 > 카페,경기 남양주시 화도읍 북한강로 1150,070-4406-5600,2103,28,37.6164561006673,127.343942280558,http://place.map.kakao.com/181701586,177,50.5
간월산,음식점,버드나무집,"음식점 > 한식 > 육류,고기 > 오리",울산 울주군 상북면 웃궁평길 20,,1617,22,35.597901476613,129.087355211011,http://place.map.kakao.com/9070058,223,50.5
청계산,음식점,정통중화요리 황제,음식점 > 중식 > 중국요리,경기 성남시 수정구 옛골로 4,031-755-6688,1796,24,37.4284554127767,127.070753788546,http://place.map.kakao.com/2049767703,6,50.5
월출산,카페,새실,음식점 > 카페,전남 영암군 영암읍 천황사로 99,010-5070-6001,2727,36,34.7905063182173,126.710982339043,http://place.map.kakao.com/853592164,178,50.5
봉화 문수산,카페,코코,음식점 > 카페,경북 봉화군 춘양면 의양로4길 14,,1153,15,36.93675356789045,128.91514213629378,http://place.map.kakao.com/513808836,177,50.5
월악산,음식점,바우송어가든,"음식점 > 한식 > 해물,생선",충북 제천시 한수면 미륵송계로 1602,,2311,31,36.882803753759354,128.07882836409215,http://place.map.kakao.com/533046067,1085,50.4
운길산,카페,핑크멍,음식점 > 카페 > 테마카페 > 애견카페,경기 남양주시 조안면 고래산로291번길 5,,897,12,37.5980017185875,127.290450059272,http://place.map.kakao.com/1800386414,10,50.4
도봉산,음식점,한국통닭 도봉산지점,음식점 > 치킨,서울 도봉구 도봉산4길 19,010-2753-8895,2170,29,37.6882842232757,127.042109708374,http://place.map.kakao.com/286503956,172,50.4
도봉산,카페,도봉산커피,음식점 > 카페 > 커피전문점,서울 도봉구 도봉산4가길 4,,2155,29,37.6882338339992,127.041926012665,http://place.map.kakao.com/2002605651,1105,50.4
남해 금산,음식점,다닐목식당,음식점 > 한식,경남 남해군 이동면 보리암로 251-6,055-863-3962,2884,38,34.7752680422266,127.984633360005,http://place.map.kakao.com/8815093,167,50.3
팔공산,카페,커피팀버 팔공산점,음식점 > 카페 > 커피전문점,대구 동구 팔공산로 896,,1928,26,35.988995671235905,128.66964040067816,http://place.map.kakao.com/444191841,212,50.3
통영 벽방산,음식점,해지개스시,"음식점 > 일식 > 초밥,롤",경남 고성군 고성읍 신월로 60,055-673-7787,2203,29,34.9526368528547,128.331152003008,http://place.map.kakao.com/1592101763,33,50.3
청계산,음식점,명가떡방,"음식점 > 간식 > 떡,한과",경기 성남시 분당구 하오개로351번길 8,031-8016-7889,2580,34,37.392302618193,127.058035765661,http://place.map.kakao.com/14881439,33,50.3
월출산,카페,숲속의산새둥지,음식점 > 카페,전남 영암군 영암읍 천황사로 280-46,0507-1411-2448,2019,27,34.77545895561651,126.72138033343799,http://place.map.kakao.com/13310920,165,50.2
관악산,음식점,향교집,음식점 > 한식,경기 과천시 자하동길 18,02-502-7584,2393,32,37.43350178413497,126.9873768133333,http://place.map.kakao.com/10908233,166,50.2
가평 강씨봉,카페,메가MGC커피 가평점,음식점 > 카페 > 커피전문점 > 메가MGC커피,경기 가평군 가평읍 가화로 110-1,031-581-2292,2935,39,37.8296119698027,127.514020539372,http://place.map.kakao.com/934339449,32,50.2
대둔산,음식점,전통자연밥상,음식점 > 한식,전북특별자치도 완주군 운주면 대둔산공원길 22-1,063-263-4720,1791,24,36.1173801082087,127.332637863104,http://place.map.kakao.com/715529780,32,50.2
용문산,음식점,고향집,음식점 > 한식,경기 양평군 용문면 용문산로 291,031-775-9779,2197,29,37.5225854664679,127.599335576563,http://place.map.kakao.com/27459312,163,50.1
가평 강씨봉,카페,빽다방 가평읍내사거리점,음식점 > 카페 > 커피전문점 > 빽다방,경기 가평군 가평읍 가화로 132,070-5222-0222,2862,38,37.83137545219846,127.51311835520276,http://place.map.kakao.com/1604484059,31,50.1
북한산,카페,백란,음식점 > 카페 > 테마카페 > 디저트카페,서울 강북구 삼양로181길 201-20,02-993-7745,2733,36,37.6716451330642,127.005495188199,http://place.map.kakao.com/1044086314,31,50.1
금원산,음식점,종로맛집,음식점 > 한식,경남 함양군 안의면 종로길 9-1,,2761,37,35.6280315684994,127.813042348608,http://place.map.kakao.com/707901282,5118,50.1
용봉산,음식점,춘천숯불닭갈비,"음식점 > 한식 > 육류,고기 > 닭요리",충남 홍성군 홍성읍 월산로50번길 19,041-634-9292,2375,32,36.59992064899761,126.64731107881835,http://place.map.kakao.com/395207164,31,50.1
검단산,음식점,능내옥,음식점 > 한식,경기 남양주시 조안면 다산로 565,0503-7152-6733,2467,33,37.5239271450651,127.295642436477,http://place.map.kakao.com/16729638,160,50.1
운길산,카페,애니웨이소이,음식점 > 카페,경기 남양주시 와부읍 고래산로 243-1,010-9094-6930,1380,18,37.6008775423137,127.286076517623,http://place.map.kakao.com/1663091620,4,50.0
삼봉산,카페,할량 함양점,음식점 > 카페 > 테마카페 > 디저트카페,경남 함양군 유림면 천왕봉로 2871,055-963-4501,1422,19,35.46626409997,127.791336066494,http://place.map.kakao.com/1764335218,0,50.0
삼봉산,음식점,할량 유림점,"음식점 > 간식 > 제과,베이커리",경남 함양군 유림면 천왕봉로 2871,055-963-4449,1422,19,35.4662614106939,127.791333836777,http://place.map.kakao.com/991986445,0,50.0
광교산,카페,위크리브,음식점 > 카페,경기 수원시 팔달구 정조로900번길 3,,264,4,37.2882495880082,127.014986263339,http://place.map.kakao.com/1365212314,15,50.0
광덕산,음식점,하늘맛,음식점 > 한식,충남 천안시 동남구 성남면 약수로 56-51,041-555-2654,1306,17,36.7180846381924,127.216272191582,http://place.map.kakao.com/27191131,4,50.0
통영 벽방산,카페,별카페,음식점 > 카페,경남 고성군 고성읍 신월로 221-20,070-7773-2303,1465,20,34.9492805379035,128.338927799857,http://place.map.kakao.com/1022705281,4,50.0
무등산,음식점,심마니친구가따오는 무등산버섯,음식점 > 한식,광주 동구 증심사길30번길 21,062-225-7779,2972,40,35.13336083036055,126.95748290633675,http://place.map.kakao.com/311132154,157,50.0
용문산,카페,카페 밀르,음식점 > 카페,경기 양평군 용문면 용문산로 434,0506-050-0550,1218,16,37.5321542557869,127.598035268191,http://place.map.kakao.com/1474673540,4,50.0
가평 강씨봉,음식점,이삼사산장가든,"음식점 > 한식 > 육류,고기 > 갈비",강원특별자치도 춘천시 남산면 서백길 86-9,033-263-2523,1434,19,37.8402065083527,127.551010270416,http://place.map.kakao.com/9338029,0,50.0
가야산(서산),음식점,원미식당,음식점 > 한식,충남 서산시 해미면 남문1로 48,041-688-2342,2616,35,36.71096875944916,126.54718820941703,http://place.map.kakao.com/15761982,158,50.0
달마산,음식점,BBQ 해남현산점,음식점 > 치킨 > BBQ,전남 해남군 현산면 탑동리길 6,061-535-7876,1139,15,34.4580249675982,126.553980418556,http://place.map.kakao.com/2051262861,0,50.0
천마산(전남),음식점,빙그레 전남영업소,음식점 > 간식 > 아이스크림,전남 순천시 해룡면 지봉로 123-12,061-723-2941,1080,14,34.9258770979919,127.542400329385,http://place.map.kakao.com/1075805013,0,50.0
월출산,음식점,장어마을,"음식점 > 한식 > 해물,생선 > 장어",전남 영암군 영암읍 천황사로 292,061-471-4226,2322,31,34.77748819066499,126.72382175639106,http://place.map.kakao.com/27351309,30,49.9
청계산,카페,스타벅스 판교위든타워점,음식점 > 카페 > 커피전문점 > 스타벅스,경기 성남시 수정구 금토로80번길 56,1522-3232,2955,39,37.40726087701378,127.0904052330597,http://place.map.kakao.com/1371981034,30,49.9
도봉산,음식점,평창메밀 도봉점,음식점 > 한식 > 국수,서울 도봉구 도봉로181길 136,,1975,26,37.6867137718349,127.039648636932,http://place.map.kakao.com/13577390,195,49.9
관악산,음식점,솔토장어,"음식점 > 한식 > 해물,생선 > 장어",경기 과천시 과천대로 651,02-504-6868,2620,35,37.45114859403131,126.99244035737819,http://place.map.kakao.com/667691065,30,49.9
안성 칠현산,음식점,마라순코우마라탕 동아방송대점,음식점 > 중식 > 중국요리,경기 안성시 삼죽면 동아예대길 40,031-677-6855,2317,31,37.0557975025814,127.363018312842,http://place.map.kakao.com/117509184,30,49.9
가야산(서산),음식점,마부마라탕&샹궈 해미점,음식점 > 중식 > 중국요리,충남 서산시 해미면 서문1로 6,041-688-5020,2594,35,36.7132082650478,126.545828611712,http://place.map.kakao.com/1924467823,30,49.9
가야산(서산),카페,일일구름,음식점 > 카페,충남 서산시 해미면 해운로 11,041-688-5000,2560,34,36.71327825515005,126.54622329483341,http://place.map.kakao.com/1918479961,153,49.9
도봉산,음식점,우리콩손두부,음식점 > 한식 > 두부전문점,서울 도봉구 도봉산4가길 13,02-955-5005,2126,28,37.68802583231222,127.04157556833721,http://place.map.kakao.com/26792341,30,49.9
청계산,음식점,청계산뚝배기수제비,음식점 > 한식 > 수제비,경기 성남시 수정구 청계산로459번길 2,,2158,29,37.4309956233927,127.073309656311,http://place.map.kakao.com/1098365473,969,49.9
봉화 문수산,카페,더카페브레드유,음식점 > 카페,경북 봉화군 춘양면 소천로 15,070-8878-5330,2533,34,36.9218219086813,128.920118794112,http://place.map.kakao.com/788281687,155,49.9
장안산,음식점,대갓집,"음식점 > 한식 > 육류,고기",전북특별자치도 장수군 장계면 한들로 123,063-353-7777,2968,40,35.7314447582732,127.585584679837,http://place.map.kakao.com/10263162,29,49.8
광덕산,카페,위드솔,음식점 > 카페 > 테마카페 > 디저트카페,충남 천안시 동남구 성남면 약수로 9,041-561-1600,1608,21,36.718834419134765,127.21224131874158,http://place.map.kakao.com/649983597,5,49.8
관악산,카페,아이엔지 서울대학교 자연과학대학점,음식점 > 카페,서울 관악구 관악로 1,1522-4762,1910,25,37.4576815362037,126.950285574456,http://place.map.kakao.com/1327293266,29,49.8
무등산,음식점,옛길가든,음식점 > 한식,광주 북구 무등로 1540-2,062-269-0210,2139,29,35.144435567641715,126.98841073920812,http://place.map.kakao.com/13597085,149,49.8
영축산,음식점,통도사 한송정,음식점 > 한식,경남 양산시 하북면 통도사로 108,055-383-8585,2469,33,35.4880308868015,129.066025520436,http://place.map.kakao.com/17570074,149,49.8
용봉산,음식점,천안당호두과자 홍성점,"음식점 > 간식 > 제과,베이커리",충남 홍성군 홍성읍 내포로 153,041-634-1423,2368,32,36.59374590949052,126.65371801265711,http://place.map.kakao.com/150376820,29,49.8
영축산,카페,소소숲,음식점 > 카페,울산 울주군 삼남읍 장제1길 13-3,0507-1475-1227,2891,39,35.5266266373439,129.082519785352,http://place.map.kakao.com/1747846757,150,49.8
검단산,카페,썬,음식점 > 카페,경기 남양주시 와부읍 경강로 1187,,2844,38,37.5405568487465,127.257569576666,http://place.map.kakao.com/402197348,4707,49.7
청계산,카페,컴홈,음식점 > 카페 > 커피전문점,경기 성남시 분당구 하오개로 360,031-707-0618,2681,36,37.39139378241187,127.05925579780897,http://place.map.kakao.com/83658011,28,49.6
관악산,음식점,삼성웰스토리 서울대연구공원점,음식점 > 구내식당,서울 관악구 관악로 1,02-878-0465,2419,32,37.465861751243175,126.95954363639768,http://place.map.kakao.com/125056251,144,49.6
